SolidityFile,GasCost,ACI,PM,EF,AZ,LI,IFF,UMA,SB,RLV,GV,NLF,NU,IP,NM,MA,EC,BV,NE,DF
0x41d3a6aba32a4fc0955fea08ab2629601f99c3fe_Empty.sol,0.00229148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
0x6b817b127a5a72956919a9360f92727d1cf1dd52_Endorsements.sol,0.04009706,0,1,5,0,0,0,0,4,0.833333333,5,0,0,0,1,0.333333333,0,2.75,0,0.069767442
0x7568b9ece8966ae20e7f5edf90bcd6b77c2a47ca_EnergyEcoToken.sol,0.01331942,0,2,0,0,0,0.333333333,0,0,0,5,0,0.375,3,0.2,0,0.333333333,0,1,0.136363636
0x07142570106bea3faadb313120ce8a231cd97fd1_ENGIE_301201.sol,0.0184192,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x16254982373811450bab5c93cb7fda4f4391cc5c_ENGLAND_WINS.sol,0.01842048,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x3B048ab84ddd61C2FfE89EDe66D68ef27661C0f2_ENIGMA.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0xFf45211eBdfc7EBCC458E584bcEc4EAC19d6A624_ENIGMA_GAME.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0xce6B1AFf0fE66da643D7A9A64d4747293628D667_enigma_x.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0x56a7d37b5252b057aebce6d65d2f87e49f1e1dcd_EnnaMaEppadi.sol,0.02822882,8,15,0,1,0,0.4,0,0,0.6,28,2,0.191489362,0,0.071428571,0,0,0,0,0.11682243
0x0cfA149c0a843e1f8d9bC5C6e6bebf901845CeBE_ENVELOPE.sol,0.00843996,0,6,1,1,0,0,0,0,0.142857143,4,0,0,0,0,0,0,0,0,0.116666667
0x657A5DC7628f0F976Eb443f9De0B358F468191D9_EosBlock.sol,0.05754366,18,26,0,11,0,0,0,0,0.692307692,24,2,0.0625,8,0.166666667,0.571428571,0,1.625,3,0.106122449
0x76fb3aaf5fc8c105d325a24430eec2b0c98994c7_EOSHate.sol,0.02473294,0,4,0,1,0,0,0,0,0.75,7,0,0.25,8,0.571428571,0,0,4,3,0.083333333
0x52cb028122a396598953bb613f56d7d249084dd5_EOSVerify.sol,0.0065839,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0.125
0xe9e046192a2ff2c2e4d1fe6ae6579279d50a83d3_ERC20Sale.sol,0.04732642,12,12,9,6,0,0.222222222,1,0,0.703703704,2,6,0.013888889,20,0,0,0.102564103,0.111111111,12,0.176470588
0x015f2cb68d6dfc29365a688ea143fc35cdf4b022_ERC20Standard.sol,0.03876692,0,7,0,0,0,0,0,0,0.285714286,8,0,0.071428571,6,0.375,0,0.25,0,2,0.118644068
0xf85c58685b437baf2f99f718f81b66a1d9beed3d_ERCFW.sol,0.0114044,0,4,0,0,0,0,0,0,0.75,3,0,0,0,1,0,0.25,0,0,0.121212121
0x073e957bc883693f15ecb14bfced3e8ffc8654c5_Escrow.sol,0.01300432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.166666667
0x1c02ce498dc6d0d6ef05a253e021258b07eeba91_EscrowMyEther.sol,0.0943865,24,0,0,4,0,0,1,0,0.529411765,6,3,0,0,0.833333333,0.106382979,0.24137931,0.081632653,0,0.074889868
0xcf356ab67132c1359ebdd0ccc928fdb020eaa929_EscrowMyEtherEntityDB.sol,0.02787902,0,0,0,0,0,0,0,0,0.375,4,0,0,0,0.75,0,0,0,0,0.186046512
0xbd9870df858f8df2fb5b79a37bb63c76181e5ca9_Esportsblock.sol,0.0260405,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.1875,5,0.5,0,0.352941176,2.5,2,0.140625
0xe8a1df958be379045e2b46a31a98b93a2ecdfded_ESZCoin.sol,0.03371494,0,10,0,0,0,0.3125,0,0,0.9375,9,0,0.034482759,12,0.444444444,0,0.076923077,5,6,0.096969697
0xdfa6f963b1a51af7aae66d8c66bb8952ba0db137_Etats_financiers_10111011.sol,0.00360292,0,3,0,0,0,0,0,0,0.333333333,2,0,0,0,0,0,0,0,0,0.176470588
0x117a36055bf56b0157bd1df3cf45bfd7e01e1663_ETCH3dV.sol,0.05241548,5,23,0,1,0,0.258064516,0,0,0.64516129,19,1,0.06185567,15,0.315789474,0,0.283783784,0.12,5,2
0x55c30ae7a9ad5861394e971327b6bf35d147119d_ETD.sol,0.0202744,0,0,0,0,0,0.066666667,0,2,0.233333333,23,0,0.175,17,0.695652174,0,0,11,6,0.138888889
0xc4178b5852dcbf36359f8b8e5c1dc4ff885228f3_eTelevision.sol,0.03029488,0,8,0,0,0,0.111111111,0,2.5,0.555555556,7,0,0.176470588,5,0.428571429,0,0.352941176,2.5,2,0.130434783
0x2e169f121b1c6edddd91624ef5b4dcf724fe5547_Eternal.sol,0.0318051,3,3,1,0,0,0.111111111,0,0,0.555555556,19,1,0.979591837,14,0.052631579,0.5,0.142857143,0.071428571,5,0.050561798
0x054c64741dbafdc19784505494029823d89c3b13_EternalToken.sol,0.02603538,1,18,0,1,0,0.181818182,0,0,0.863636364,9,1,0.12195122,8,0.444444444,0.666666667,0.095238095,2,3,0
0xD4972F69D1B827758bAec9Ac9E0604341D3370F8_EternalWealth.sol,0.0086454,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.111111111
0x2011266a6c9e48b3ed2e397637df03abe1d3e832_ETGOLDToken.sol,0.02313476,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x59434a7b9aEEbE94045D3715aa020F6a1d7875aD_ETH_FOR_ANSWER.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0x4a73D9fe078fA67601047F88C3e6C270602E5709_ETH_GAME.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0xc6389ef3d79cf17a5d103bd0f06f83cf76b14258_ETH_GIFT.sol,0.0090755,0,7,1,1,0,0,0,0,0.125,5,0,0,0,0,0,0,0,0,0.156862745
0xBD53a4Db4003C59070aBbFa4E6C31aFBF0B26843_ETH_QUIZ.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0xcc6cc2f648686af73d1efbe7f9b7e4ae3566652a_ETH10K.sol,0.07305552,20,32,6,13,0,0.136363636,1,0,0.659090909,18,6,0.061068702,12,0.222222222,0.133333333,0.205607477,0.170212766,4,0.14057508
0x2fdf9f41a730012d30d1711b5eab333948503375_ETH20.sol,0.0036955,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.083333333
0xbf91b27fec3146a1b36069f92337a0ea330725df_eth666.sol,0.019849,0,4,4,3,0,0,0,0,0.555555556,10,0,0.2,2,0.4,0,0.142857143,0,1,0.123287671
0xe1dddb24bcede3894019f6bbe67afed1465ba7b2_eth7.sol,0.02083648,0,4,3,3,0,0,0,0,0.75,9,0,0.111111111,2,0.444444444,0,0.142857143,0,1,0.119402985
0x0c08479f644a0d905eeb6e81a55141abbc91f73c_EthAnte.sol,0.006587,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.068965517
0xa6ea2e96C060729067db02C48dfAe85aFc4863BF_Etharea.sol,0.03517636,0,11,0,0,0,0.277777778,0,0,0.611111111,6,0,0.583333333,0,0.5,0.75,0.133333333,0.157894737,0,0.157894737
0x4fbf2f1613cc86314b22ae10ae95d19cf2990824_EthAvatar.sol,0.0065798,0,2,0,0,0,0,0,0,0.5,1,0,0,2,1,0,0,0,1,0.2
0x50a0be7e38f2580ad3eafac20b923cccee673ce3_EthCalendar.sol,0.02867396,0,7,0,0,0,0,0,0,0.444444444,4,0,0.482758621,1,0.5,0,0.25,0.142857143,1,0.081818182
0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481_EthConnectPonzi.sol,0.03056942,8,17,0,1,0,0.260869565,0,0,0.52173913,28,2,0.205882353,6,0.142857143,0,0,0.090909091,2,0.121693122
0x3c1a59188a8b93ef718dbf0ca09f1a0150ca0f85_ETHCOOLMain.sol,0.03003158,0,8,0,0,0,0.333333333,0,0,0.583333333,6,0,0.6,0,0.333333333,0.666666667,0.083333333,0,0,4
0xa1d12a357746fd44f282571d746d300eb85232ca_ETHCutter.sol,0.03090918,0,3,0,6,0,0.823529412,0,0,0.529411765,14,1,0.021276596,0,0.142857143,0.5,0.111111111,0.08,0,0.127819549
0x5233816151d616581993fca4988eea77d01e933d_ETHCutter20.sol,0.02790182,0,3,0,6,0,0.823529412,0,0,0.529411765,14,1,0.021276596,0,0.142857143,0.5,0.111111111,0.08,0,0.127819549
0x038Da599A137f89f49b43cd0d561d5E159058b60_ETHDEX.sol,0.0239395,0,8,0,2,0,0.181818182,0,0,0.636363636,7,2,0.16,10,0.428571429,0.428571429,0,1,3,0.171875
0x41a5cde849c3e5167db69934811958c2d36d323a_EthDickMeasuringContest.sol,0.0072703,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.125
0xab51a20d744574f33e7f28a7b66b748dd5f7ce04_EthDickMeasuringGame.sol,0.00696184,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.130434783
0x94dd78dbe600cc5c4e9caa5f3444affd36b33505_EthDickMeasuringGamev2.sol,0.0076271,0,3,0,0,0,0.571428571,0,0,0.571428571,4,0,0,0,0,0,0,0,0,0.304347826
0x81190d066c1cca9a778a41703c9c7f6c506629d1_EthDickMeasuringGamev3.sol,0.00764458,0,3,0,0,0,0.571428571,0,0,0.571428571,4,0,0,0,0,0,0,0,0,0.304347826
0x7b68db88fd49062de18d32df9ad9a46475bac37d_ETHDistributor.sol,0.00621394,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.235294118
0x906d7b0bae2ae1aca8c5afdf2812d7f8dd999ebe_ETHDividends.sol,0.02822626,8,15,0,1,0,0.4,0,0,0.6,28,2,0.191489362,0,0.071428571,0,0,0,0,0.117370892
0x99d804f479df333ed4d2287af2d4da3eda1b3cd1_EthealSplit.sol,0.00334828,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1
0x499e5f8914c061ce9ef0873a67c254f90cae5a76_ETHealth.sol,0.02424924,0,0,0,0,0,0,0,0,0.75,7,0,0.153846154,8,0.428571429,0,0.5,0,3,0.126984127
0x9758da9b4d001ed2d0df46d25069edf53750767a_Etheramid.sol,0.0302533,9,4,0,1,0,0,0,0,0.428571429,5,1,0,0,0.4,0,0.375,0,0,0.112903226
0x2e63cceffa42b095f0bd6d0fcadb521200b8fef5_EtherAuction.sol,0.02229558,0,6,0,6,0,0,0,0,0.285714286,11,0,0,10,0.090909091,0,0,0.5,3,0.090909091
0x020e0638aa7d98b40d2a3a7ebd37ebdfc5cba2fd_EtherBags.sol,0.0393221,1,10,0,1,0,0.210526316,0,0,0.578947368,4,1,0,6,0,0,0.487804878,0.047619048,1,0
0x7db6122f3a819f4b056256291748c0999c76e918_Etherbank.sol,0.0036955,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.083333333
0x323eb855d59f07db88c9ce18ec08939c7c45828b_Etherboard.sol,0.04303484,2,0,0,0,0,0.3,0,1.5,0.2,7,1,0.444444444,0,0.142857143,0,0.285714286,0.117647059,0,0.072992701
0x19f08ceb3783658c30c33b8692c80eecfd8457bd_EtherCard.sol,0.00900602,0,6,0,0,0,0,0,0.2,0.666666667,3,0,0,0,0.333333333,0,0,0.222222222,0,0.130434783
0x5088b94cf8a1143eb228b6d3f008350ca742ddc2_EtherCartel.sol,0.10004722,0,15,0,1,0,0.2,0,0,0.7,11,0,0,0,0.363636364,0,0.28125,0.1,0,0.909090909
0x17F93475d2A978f527c3f7c44aBf44AdfBa60D5C_EtherCO2.sol,0.02424924,0,8,0,0,0,0,0,0,0.75,7,0,0.153846154,8,0.428571429,0,0.5,0,3,0.126984127
0xef7149290d68db4ae877c8fa32e89f99939eb2bd_ETHERCOIN.sol,0.01858638,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.128205128
0x4add749fcd5a44ecad43dc6f3dafdd306bd931f8_EtherConnect.sol,0.02604178,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.1875,5,0.5,0,0.352941176,2.5,2,0.140625
0xe57e766ab70459d07a46f8a6113317ca4abdb214_EtherealNotes.sol,0.00692492,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0.125
0x48af47bfeb129c82689d77a419e02ed8329a518f_EtherealTarot.sol,0.02696896,3,12,0,2,0,0,0.333333333,0,0.352941176,4,2,0,0,0.25,0.125,0.684210526,0.545454545,0,0.188888889
0x4ba72f0f8dad13709ee28a992869e79d0fe47030_EtheremonTrade.sol,0.00202678,0,37,23,10,0,0.042857143,0,0,0.542857143,20,2,0.773755656,15,0.3,0.428571429,0.147651007,0.135416667,7,0.146750524
0xac8d1152c7a43df9e11574d8a62e7f3e2c940b69_EtherenaEventsSimulation.sol,0.00781414,2,2,0,1,0,0,0,0,0,4,1,0.692307692,10,0,0,0,0,1,0.078947368
0xd2fddd171eb3a219928edcccdc249a874003ea0b_EthereumByte.sol,0.02415898,0,8,0,2,0,0.181818182,0,0,0.636363636,7,2,0.16,10,0.428571429,0.428571429,0,1,3,0.171875
0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9_EthereumCenturion.sol,0.01760994,5,13,0,2,0,0.181818182,0,0,0.727272727,11,1,0.181818182,11,0.272727273,0.75,0.233333333,1,6,1
0xdb55d40684e7dc04655a9789937214b493a2c2c6_EthereumClaimsRegistry.sol,0.01010934,0,4,0,0,0,0,0,0,0.25,1,0,0,9,3,0,0.2,0,2,0.142857143
0x8a29f1120d08681f328b46bfdc0844563880b805_ethereumHORSE.sol,0.0280501,0,8,0,0,0,0.111111111,0,2,0.555555556,6,0,0.1875,5,0.5,0,0.375,2.5,2,0.138461538
0x72c53a5e52151361814ba3daf70cd10732335d89_EthereuMMM.sol,0.01924218,10,3,0,1,0,0.25,0,0,0.25,7,2,0,0,0.571428571,0,0,0.166666667,0,0.064516129
0x3adbf78bf966f53b5a72bb5d20e0bd7c53fa1358_EthereumMoon.sol,0.02597084,0,2,0,0,0,0,0,0,0,4,0,0.333333333,3,0.25,0,0.5,0,1,0.111111111
0x7dc12f1d5730271cb9617bacadc309ffc56ae3aa_EthereumPepe.sol,0.03011572,0,12,0,0,0,0.076923077,0,0,0.846153846,6,0,0.1,8,0.5,0,0,2.5,3,0.164556962
0x23beaa8a98a47642d51a887d705a1e3e3d332842_EthereumPrivate.sol,0.02020228,0,20,0,0,0,0.047619048,0,1,0.619047619,17,0,0.186046512,13,0.294117647,0,0.155172414,3.75,5,0.117977528
0xbd5cfa0e509b2981753da7a53ee18f5876f8631e_EthereumUltimate.sol,0.06255774,0,20,0,0,0,0.047619048,0,1,0.619047619,17,0,0.186046512,13,0.294117647,0,0.155172414,3.75,5,0.117977528
0x32c4b55bfd8465d714caff08a9c177c09f16dcfe_EtherFarmDevSim.sol,0.02607934,0,14,0,1,0,0.210526316,0,0,0.736842105,10,0,0,0,0.4,0,0.3,0.1,0,0.863636364
0x0684d80292961f6f662a214d52c940232c4dfba1_EtherGuess.sol,0.04875002,6,14,0,2,0,0.066666667,0,0.75,0.133333333,17,1,0,24,0.176470588,0.75,0.066666667,0.24,6,0.064102564
0x49392a5867a4fd35cc31e366d790216daefaa647_EtherHealth.sol,0.02425308,0,0,0,0,0,0,0,0,0.75,7,0,0.153846154,8,0.428571429,0,0.5,0,3,0.126984127
0x9339bed188ad5f3dd6e83d58a3adbd00f7f3610c_EtherHeroes.sol,0.02207064,4,2,1,2,0,0.444444444,1,0,0.666666667,2,2,0.192307692,0,0,0,0.181818182,0,0,0.230769231
0x927e909222f756da6574fc30d6550161f7bcb7cd_Etheriumx.sol,0.02016924,0,4,0,3,0,0.2,0,0,0.4,11,0,0.0625,5,0.090909091,0,0.461538462,0.5,2,0.084745763
0x4cba96e12b8085fd9bc17fb37290b6bf9a213863_EtherKebab.sol,0.02998968,0,15,0,1,0,0.2,0,0,0.7,12,0,0.037037037,0,0.333333333,0,0.277777778,0.090909091,0,2
0x9ce0b408a4f15d222f6624895687efa1e1a4247b_ETHERKUN.sol,0.0406986,6,2,12,5,0,0.517241379,1,0,0.586206897,6,2,0.841584158,15,0.166666667,0.125,0.135135135,0.025,4,0.155913978
0x08aa5b3b3b47b312fad167b601cf97acf8c2589e_EtherLite.sol,0.0184749,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.131578947
0x3d212ea8cb9b5795a374956cdb193eee7802c37e_EtherLotto.sol,0.0044329,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.111111111
0xd282aaabc2b194ebba0da2b98ef1c9c66eb24931_EtherMango.sol,0.01365092,0,6,0,0,0,0,0,0,0.166666667,5,0,0,5,0.6,0,0,0.4,2,0.139534884
0x783F552164E5F10a85323C95A2cD602bE114763c_EtherMemes.sol,0.03501336,4,2,1,2,0,0.444444444,1,0,0.666666667,2,2,0.192307692,0,0,0,0.181818182,0,0,0.230769231
0x5bd2cecdc30656adc2ce23812dce369ccca3bbbd_EtherMorty.sol,0.04625772,0,22,0,2,0,0.214285714,0,0,0.642857143,21,0,0.166666667,0,0.333333333,0,0.271428571,0.090909091,0,1
0x05d2b0239e6646765865abe47a72202916caf559_Ethernext.sol,0.02583874,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.133333333,5,0.5,0,0.375,2.5,2,0.14516129
0x5c0F734916B17c38674Ed5867eDa22f8314672EC_ethernity.sol,0.00679242,0,0,1,0,0,0,0,0,0,5,0,0,0,0.6,0,0,0,0,0.058823529
0x3695cb4210d5ccd65a11eaa4e1a9d91e628b3bc1_EtherPiggyBank.sol,0.03852496,4,13,0,1,0,0.315789474,0,0,0.631578947,10,1,0,0,0.3,0.75,0.183673469,0.03030303,0,0
0x3B0Faac61CDF59E48AA6beE726DEcb8ef6868F50_EtherProfile.sol,0.0177479,0,7,0,0,0,0,0,0,0.142857143,2,0,0,0,0.5,0,0,0,0,0.118644068
0x03b0be689f36f383568d0a2486834cc6ceddda50_EtherPyramid_PowH_Revived.sol,0.03074668,8,17,0,1,0,0.260869565,0,0,0.52173913,28,2,0.205882353,6,0.142857143,0,0,0.090909091,2,0.122340426
0x53de3a247ce8d2fd0b31e5232b9cd390c94f2d24_ETHERRED.sol,0.0185851,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.128205128
0xc86bdf9661c62646194ef29b1b8f5fe226e8c97e_EtherShare.sol,0.02144834,0,4,0,0,0,0,0,0,0,3,0,0,2,0.333333333,0.25,0.125,0.6,1,0.129032258
0x72cd227476b057c819e5186f87054df954d09adc_EtherSmart.sol,0.01443438,0,1,0,0,0,0,0,3,0.857142857,10,0,0.047619048,6,0.3,0,0.75,7,2,0.56
0x9279d4d65dca0744365c4424c4023dc21897a80a_EtherSpace.sol,0.07852364,13,25,0,5,0,0,0,0,0.653846154,10,2,0.84,13,0.4,0.571428571,0.4,0.1,5,0.133333333
0xfd743691ac893000f29c893ba21ed46f465c4de4_EtherSpeed.sol,0.06254622,0,20,0,0,0,0.047619048,0,1,0.619047619,17,0,0.186046512,13,0.294117647,0,0.155172414,3.75,5,0.117977528
0xdaa42065346b0b88327c2d2074bb80d8c2ad9c6f_EtherSpermBank.sol,0.03341592,0,17,0,1,0,0.181818182,0,0,0.681818182,12,0,0,0,0.333333333,0,0.230769231,0.1,0,5.5
0xb447aa90c9aab424dba4c08b251d4b37f61a8392_EtherSpike.sol,0.02826122,8,15,0,1,0,0.4,0,0,0.6,28,2,0.191489362,0,0.071428571,0,0,0,0,0.117370892
0xca6e136f87df4ec7d27787bdb79ccd867b4d7669_Ethertag.sol,0.0210415,0,6,0,0,0,0,0,0,0.333333333,5,0,0,8,0,0,0,0,2,0.095238095
0x9c0c5a14fde1306686a8a270f271165acda670c2_EtherToTheMoon.sol,0.0195132,11,3,1,4,0,0,1,0,0.5,4,3,0,0,0.25,0.076923077,0,0.153846154,0,0.057971014
0x619033e18db36578b77700b1c510ede0cd91d163_EtherTower.sol,0.04309684,0,6,0,1,0,0.285714286,0,0,0.571428571,17,0,0,6,0.117647059,0,0.482758621,0,1,0
0x013620bf5142f9d8487e92c1d514c38e1b086613_Etherumble.sol,0.02034796,2,12,0,8,0,0.2,0,0,0.466666667,11,1,0,0,0,0,0.285714286,0.166666667,0,0.145631068
0x3E28295c508855924b8E5062DB06cF851D2331d6_Ethervest.sol,0.04664618,14,6,0,1,0,0,0,1,0.333333333,12,3,0,12,0.083333333,0.166666667,0.260869565,0.05,4,0.053571429
0x1f4a389887a2620e26feb059ed2d0971f0371e08_EthervestLIFE.sol,0.03978694,13,6,0,1,0,0,0,1,0.333333333,10,3,0,10,0.1,0.166666667,0.3,0.055555556,3,0.060810811
0x58a11a4445adc8384ccb69935162af2ca5ae7f63_Ethervote.sol,0.03576238,16,4,0,7,0,0,0,0,0.25,13,6,0,0,0.076923077,0.5,0,0.285714286,0,0.028985507
0x6d6db51e3e4838369676508ce25db64f4ca7e5e4_EtherX.sol,0.05343706,5,23,0,1,0,0.258064516,0,0,0.64516129,19,1,0.06185567,15,0.315789474,0,0.283783784,0.12,5,2
0x64cb72cfc5f4315c6416d4ca1684b2624c249475_ETHFwd.sol,0.00374446,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0.2
0x57409c375540bd4a29d64431e1e0b74ba7e12b6a_EthGraffiti.sol,0.00762126,0,2,0,0,0,0,0,0,0,4,0,0,0,0.25,0,0,0,0,0.125
0x0876804be16ed5af96ec7605a7b323b6a73436c2_ETHInvest.sol,0.00378406,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.083333333
0x5bbc74110a757689572b90bf8d45e487391567c3_EthKassa.sol,0.02003306,0,3,1,0,0,0.4,0,0,0.7,12,0,0.651162791,6,0.166666667,0,0,0.076923077,3,0.117647059
0x152df2cb3868bef5c6ed6b9feb0fb091c9e11a96_ETHLCrowdsale.sol,0.01623864,0,7,1,1,0,0,0,0,0,4,0,0.2,3,0,0,0,1,1,0.145454545
0xe25e1fa84821b4e37d3802a3849a04e562b3736a_ETHLEI_268145.sol,0.01843056,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x6b31a898F7E711b323A6212EaC4AE250E0D6624F_EthLendToken.sol,0.02836328,0,5,6,0,0,0,0,0,0.545454545,12,0,0.055555556,11,0.25,0,0,2.5,4,0.115789474
0x0fd692e0d7629f169230c513a52934b70f1911bc_ETHLotteryManager.sol,0.00766034,0,0,0,0,0,0,0,0,0.25,2,0,0,1,0,0,0.2,0,2,0.173913043
0x813a823f35132d822708124e01759c565ab4331d_ETHLToken.sol,0.03155562,0,9,0,0,0,0.1,0,0,0.4,8,0,0.2,7,0.5,0,0.35,7,3,0.12987013
0xb6bbf89c3dbba20cb4d5cabaa4a386acbbab455e_ETHMap.sol,0.0169009,0,9,0,0,0,0,0,0,0.888888889,5,0,0.909090909,0,0.4,0.666666667,0.1,0.625,0,0.085714286
0x452ee11eb4ed8e709c510659f31c4942c14ff608_EthMash.sol,0.01314572,0,4,0,0,0,0,0,0,0.5,3,0,0,3,0.333333333,0,0,0.5,1,0.117647059
0x7bb936f496884c52d21df7b9b93bed14d7c24a3c_EthMashChain.sol,0.0198595,0,5,2,0,0,0,0,0,0.428571429,4,0,0,3,0.5,0.4,0,0,1,0.127272727
0x2cc58ad556a857ebd6835cbc142c0c2acd16d86d_EthMashMount.sol,0.0179369,0,6,2,0,0,0,0,0,0.5,4,0,0,3,0.5,0.5,0,0,1,0.142857143
0x00eaa60fd31df3cd294ca88838e58293d8d6e861_EthMashTower.sol,0.02027606,0,5,2,0,0,0,0,0,0.375,5,0,0,3,0.4,0.4,0.411764706,0,1,0.108108108
0x9a78a1bcc4c254eba53b811bbb42dc0bf915e166_EthOwls.sol,0.03399918,0,17,0,1,0,0.181818182,0,0,0.681818182,15,0,0,0,0.266666667,0,0.230769231,0.1,0,1
0xdda1a955543245213eae5aaaf05b45bc202908ac_EthPenis.sol,0.030568,8,15,0,1,0,0.4,0,0,0.6,29,2,0.191489362,0,0.068965517,0,0,0,0,0.112107623
0x76c95F5F9b374948d5686E842c525BaAeD5C4345_EthPixel.sol,0.00733686,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0.25,1,0.04
0x9b5bbb16a7a68660f6503eff6c8e3159820d6396_EthProfit.sol,0.02006122,0,3,1,0,0,0.4,0,0,0.7,12,0,0.651162791,6,0.166666667,0,0,0.076923077,3,0.112359551
0x00efd61b0d94ccd82f3922d26efdd3ed9859081a_EthPyramid.sol,0.03056686,8,15,0,2,0,0.384615385,0,0,0.576923077,30,2,0.191489362,0,0.066666667,0,0,0.023809524,0,0.116071429
0x5f9385d5f4e27c17d9b56a2687e56415083f0eef_ethpyramid.sol,0.02961344,8,17,0,1,0,0.260869565,0,0,0.52173913,28,2,0.205882353,6,0.142857143,0,0,0.090909091,2,0.122340426
0x53d00ed6cbca0b08e4485286bec68aa48aa17cce_EthPyramid_Shadow.sol,0.02792688,8,15,0,1,0,0.4,0,0,0.6,27,2,0.195652174,0,0.074074074,0,0,0,0,0.119617225
0x410cac201ffc0e0e4c179d926076d25bf8bc5b92_EthPyramid2.sol,0.0282237,8,15,0,1,0,0.4,0,0,0.6,28,2,0.191489362,0,0.071428571,0,0,0,0,0.117370892
0xd0a2750731af7047ea2692d23fed61095cbf9336_EthPyramid3.sol,0.0301528,8,15,0,1,0,0.4,0,0,0.6,29,2,0.191489362,0,0.068965517,0,0,0,0,0.118483412
0x0248f089a622b74cebaa62573605af9a44966bf1_Ethraffle.sol,0.02728312,7,7,0,3,0,0,0,0,0,10,3,0,12,0.1,0.5,0.105263158,0.083333333,3,0.062992126
0xaafd4fc990ffa78ced015d77f04cc65842a3e78a_Ethraffle_v1b.sol,0.0231885,7,7,0,6,0,0,0,0,0,10,3,0,13,0.1,0.5,0.095238095,0.076923077,3,0.068376068
0x9ffe3a0864cCe4995A6B385B99de3644cC8d2483_Ethraffle_v2b.sol,0.0231526,7,7,0,6,0,0,0,0,0,10,3,0,13,0.1,0.5,0.095238095,0.076923077,3,0.068376068
0x8A754e689F2fcBa0c900028fA235043B595C994d_Ethraffle_v3b.sol,0.0234275,7,7,0,6,0,0,0,0,0,10,3,0,14,0.1,0.5,0.095238095,0.076923077,3,0.06779661
0xcC88937F325d1C6B97da0AFDbb4cA542EFA70870_Ethraffle_v4b.sol,0.02413332,7,7,0,6,0,0,0,0,0,11,3,0,13,0.090909091,0.5,0.095238095,0.076923077,3,0.066666667
0x9f73d808807c71af185fea0c1ce205002c74123c_EthRaised.sol,0.02465966,0,7,0,0,0,0.363636364,0,0,0.454545455,14,0,0.260869565,0,0,0,0,0,4,0.166666667
0xc1d73e148590b60ce9dd42d141f9b27bbad07879_EthReceiver.sol,0.0066013,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.172413793
0xdec590f1e43fa30c43cb3ae71454ee20c1456940_EthRoll.sol,0.07646204,11,2,11,2,0,0,0,0,0.105263158,24,2,0,7,0.041666667,0,0.144736842,0,4,0.063122924
