SolidityFile,GasCost,ACI,PM,EF,AZ,LI,IFF,UMA,SB,RLV,GV,NLF,NU,IP,NM,MA,EC,BV,NE,DF
0xbc38815444faf8a244a8663475011ba4314bc1da_GYM.sol,0.02596532,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.138461538
0x4b181c8f6124d531cb89d3d4e6faad54c63c30c1_H3D.sol,0.05954034,5,23,0,2,0,0.258064516,0,2,0.64516129,19,1,0.06185567,15,0.315789474,0,0.283783784,0.12,5,2
0x26064e0131683684ca50e2060fcf192de597fc80_Halfer.sol,0.00295118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.111111111
0x1aad546be24ce0a36d0586c0d605296c2751bdf0_HammerChainBeta.sol,0.03872988,0,15,1,10,0,0.058823529,0,1,0.294117647,17,0,0.15,5,0.176470588,0,0.307692308,3.5,2,0.1328125
0x0efcff63812f93bd0f26296165c0c26a7a240def_HandphoneToken.sol,0.0231258,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x85cc21a2f6dac0b0fd1020bd223cdff9eeacbe45_HANX.sol,0.02026272,0,6,0,0,0,0,0,0,0.833333333,7,0,0.076923077,6,0.428571429,0,0.4,3,2,0.117647059
0x1fd159fa190ab588f60699ef6def984602dd8c5b_HAPYToken.sol,0.02308832,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0xac052c613f37e2205a3aa25d925bf11dce118efc_HardcodedMarriage.sol,0.0074536,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.1
0x505743df6a349e1c39fd4727fd7c9f49f736e39e_HARDToken.sol,0.0231258,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x48ec60c155a8487f9f06107054afe947a2345bbc_Harj.sol,0.03660232,5,17,0,1,0,0.32,0,0,0.8,16,1,0.070707071,19,0.1875,0,0.285714286,0.041666667,5,0
0x4e817bb432a4ee6c21e8f9be7a8ca3369ed982c5_HarjCoin.sol,0.00137306,0,14,0,0,0,0,0,0,0.785714286,8,0,0.052631579,7,0.125,0,0.222222222,0,3,0.172839506
0x163c64805c98fa2732f13030de457165f89493f9_HarjFarmer.sol,0.02830176,0,15,0,1,0,0.2,0,0,0.7,11,0,0,0,0.363636364,0,0.28125,0.1,0,0.909090909
0xa7620c421d29db2bb991cd603a725b960e927ced_Hash.sol,0.0043642,0,3,0,0,0,0.25,0,1,0.25,1,0,0,0,0,0,0.333333333,0,0,0.25
0xb6e6697ac077cf34db3f843dd7d4a4d9372d62de_Hasher.sol,0.00307366,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.125
0x6EbA23a90Fd0ce5eF120bBe249A96038B2be5e29_HashRegistry.sol,0.00616868,0,2,0,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0,0,0,0.125
0x6bc52eeea67ba4fdcd5b65b4c619fa4cdc63f2cd_HavvenGold.sol,0.01859014,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.15625
0xb7ed5a7fb4be122a82ec98aef0b377849f0b4c52_hbys.sol,0.00873548,2,2,0,1,0,0.333333333,0,0,0,4,1,0,3,0.25,0,0.142857143,0,1,0.078947368
0x82da0733c6c5393031309b1994b1d4d54bc4330e_HDT_Token.sol,0.01115164,0,2,0,0,0,0,0,0,0.5,4,0,0.25,3,0.25,0,1,0,1,0.095238095
0x4F2e5EDef2d1726c2Be1efbE8308793e1C6A1fBB_HDTTokenTest.sol,0.01116444,0,2,0,0,0,0,0,0,0.5,4,0,0.25,3,0.25,0,1,0,1,0.095238095
0x80f395f8e95544cd9b7d907b030667db29f59bce_HeelToken.sol,0.0259988,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.147540984
0xf442c2f7f9f91bd482fac07ed599ece40ffcc283_HeelToken.sol,0.02603378,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.1875,5,0.5,0,0.352941176,2.5,2,0.147540984
0x3dc17F140E6a01F99ea3123cdcB4aEA3a85E8C79_Helios.sol,0.05235354,5,23,0,1,0,0.258064516,0,0,0.64516129,20,1,0.06185567,15,0.3,0,0.283783784,0.12244898,5,3
0x1a1759d929041ec22a826edc71e60b4b4ec856e0_HelloChicken.sol,0.01057364,0,4,0,0,0,0.166666667,0,0,0.833333333,7,0,0,3,0.428571429,0,0.5,0,1,0.133333333
0x068057ed7e9e0d074ef6f39a68278a8e4a9f8e8b_HelloWorld.sol,0.00285064,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.285714286
0xf63d8bb7dd900f9b2923b764a9c68c1768c6b505_HENKEL_AG.sol,0.01841536,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0xB5335e24d0aB29C190AB8C2B459238Da1153cEBA_Hexagon.sol,0.01864,0,6,0,0,0,0.142857143,0,0,0.714285714,8,0,0.266666667,8,0.375,0,0.416666667,0,3,0.132075472
0x15c1426677d49730a50fee58e50a10a0c13a6fce_HFTCrowdsale.sol,0.03442394,0,25,0,1,0,0.358974359,0,0,0.794871795,25,1,0.138297872,18,0.16,0.666666667,0.269230769,1,10,0.541666667
0x1493894bf2468f08fd232c5699b1c24dd33cec18_HFTToken.sol,0.02313092,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x4E570C49B27aaA187a7FEF9ca8B3BdD1e9E36fB2_HibayexCoin.sol,0.02648946,0,8,0,0,0,0.333333333,0,0,0.916666667,6,0,0.2,6,0.5,0,0.142857143,1.25,2,0.222222222
0x7c2d76735b09de69c1ead5849b3a5176fa688f4a_Highfiveeth.sol,0.0161625,0,3,1,0,0,0.2,0,0,0.8,6,0,0,4,0.333333333,0,0,0,2,0.084745763
0x7db5e506a6d24a1557682467104e30758aa93b96_HighLimit.sol,0.02660202,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.1875,5,0.5,0,0.352941176,2.5,2,0.138461538
0x32f778f246ba5f8ad8eb35a0d638e9075abe5b19_HipsterFarmer.sol,0.03265798,0,17,0,1,0,0.181818182,0,0,0.681818182,12,0,0,0,0.333333333,0,0.230769231,0.1,0,1.1
0x3b72358e3b630f03b904380a76248a49805137d8_HODLCoin.sol,0.02822242,8,15,0,1,0,0.4,0,0,0.6,28,2,0.191489362,0,0.071428571,0,0,0,0,0.11682243
0x7bd52bdff0acf4e18dd80c6ee86db205d83f88ce_HodlerInvestmentClub.sol,0.00950126,0,4,0,0,0,0,0,0,0,3,0,0.8,0,0.333333333,0,0,0,0,0.093023256
0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf_Honey.sol,0.00809712,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.129032258
0x4c4e2c7060f6bed1f095ee2cfc2236729b4de2e8_HoneySuckleTimes.sol,0.02426076,0,0,0,0,0,0,0,0,0.75,7,0,0.153846154,8,0.428571429,0,0.5,0,3,0.126984127
0xb8deb50add740112bd4dc06471e121f5ed1f9d6b_HONIGToken.sol,0.00867314,0,0,0,0,0,0.666666667,0,0,0.666666667,7,0,0.043478261,6,0.428571429,0,0,0,2,0.375
0x3c16e0f484c0b6b4fe407b5de8281c40a64ab37c_Honor.sol,0.04246654,1,10,0,1,0,0,0,0,0.545454545,8,1,0.083333333,9,0.125,0.5,0.269230769,1,4,0.0859375
0x9bd453c1a6c9211403f39b1b31c4d2f67697b663_HOPEtoken.sol,0.01856878,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.135135135
0x462adf63904054f21e2b9f217d639446536b5743_HOT.sol,0.0205804,0,3,0,1,0,0.4,0,2,0,8,1,0.357142857,6,0.375,0.6,0,0.333333333,2,0.098039216
0xc3417151cc98f07b8e733fb8faaf2e7e09c5142e_Hot.sol,0.0205804,2,0,5,2,0,0,0,4,0.333333333,2,1,0,6,0,0,0,0,2,0.098360656
0x80c6ffb6f7a23fb6af173ce13a8278c1426b8cbc_HotPotato.sol,0.03905466,0,8,0,1,0,0.333333333,0,0,0.416666667,10,0,0.847222222,17,0.4,0,0.047619048,0.161290323,7,0.062176166
0x02bcdfc1654ec070ba7dee9aa496151fa93e0fa3_Hourglass.sol,0.06515546,5,23,0,1,0,0.258064516,0,0,0.64516129,19,1,0.06185567,15,0.315789474,0,0.283783784,0.12244898,5,19.375
0xab088f96c051d841fbc481259a3f3b74fc0eca59_Hours25.sol,0.01395606,0,4,1,0,0,0.166666667,0,0,0.833333333,6,0,0,0,0.5,0,0,0.333333333,0,0.125
0x030387ec47bcbc667d1eaeb4e21e9520ab59b8cc_howbadlycouldthisgowrong.sol,0.00938854,0,5,3,1,0,0,0,0,0.25,2,1,0.5,0,0,0,0,1,0,0.421052632
0x048fe0f263b8c3cef3f3e6b0e4f1b8cba55453cd_howdoyouturnthisthingon.sol,0.00688198,0,3,2,1,0,0,0,0,0.4,1,1,0.5,0,0,0,0,1,0,0.416666667
0x85f1b0178c5c0710aa9da3c4409c731aae0a944a_HSTPurgatory.sol,0.00137178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
0x6fc2a418d752e4b26dc372ccd766696f9c462e30_HTG.sol,0.0259566,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.138461538
0x7cfc4442dd96d6f85dd41d458a13957ba381e05a_HTLC.sol,0.01027232,0,3,0,0,0,0,0,2,0.666666667,5,0,0,0,0,0,0,0,0,0.2
0xF1Ddf3cFB28C75B3fca7d755f516cAed35872719_HumanBlockToken.sol,0.01800988,0,4,0,0,0,0,0,0,0.75,6,0,0.1,6,0.5,0,0,0,2,0.1
0x1ab22f782fae2c5ced92e8c5915062e2af836e60_HundredPercentDivs.sol,0.00479058,0,2,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.133333333
0x248044753872e64c288b35b0e71e8b29222e3ab8_HunterCoin.sol,0.02546486,0,0,0,0,0,0,0,0,0.857142857,7,0,0.076923077,5,0.428571429,0,0.416666667,0,2,0.116666667
0x5a67e6d33dbfb69317d053143fee84d1de1644c5_HWGCToken.sol,0.03455904,0,9,0,1,0,0.181818182,0,0,0.818181818,9,0,0,12,0.333333333,0,0.214285714,5,5,0.154929577
0xfc29e2442e9c22bf302647b982938039b458fdf5_HWGLToken.sol,0.03529412,0,9,0,1,0,0.181818182,0,0,0.818181818,9,0,0,12,0.333333333,0,0.206896552,5,5,0.152777778
0xcf4268a5fa00da67f11da8dd459107011fa07aca_Hydro.sol,0.01847362,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.131578947
0x5816047dea1872f0dbc037b7223a7ed78ba7f2c1_Hyperion.sol,0.02393022,0,8,0,2,0,0.181818182,0,0,0.636363636,7,2,0.16,10,0.428571429,0.428571429,0,1,3,0.171875
0xb8199a71c17d392298e3346d3fd675bfd8e0b661_HyperPonzi.sol,0.02922816,8,15,0,1,0,0.4,0,0,0.6,31,2,0.22,0,0.064516129,0,0,0,0,0.112107623
0x50448fd017bcd0a5790ccb02dba1f49fa7d68531_Hypes.sol,0.03709244,0,5,0,0,0,0.444444444,0,0,0.555555556,4,0,0,3,0.5,0,0,0,1,0.75
0xf6809941ff0c39977baea6662931786aac5e605d_Hypo_Renten.sol,0.01841928,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0xc6a40591a72af5909d821f0fc95a168bc7a817d8_HypothekenuRenten_i.sol,0.01842296,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x0bb6d7baee15e56663aabd8ef0ba33b50413d46d_ibaMultisig.sol,0.0522252,3,1,11,4,0,0,0,0,0.75,1,4,0,4,1,0.1,0,0.2,4,0.088888889
0x4e00ca8c94af28f386a1d8fbeccfb02aff0c29f9_iBird.sol,0.05758238,18,26,0,11,0,0,0,0,0.692307692,24,2,0.0625,8,0.166666667,0.571428571,0.36,1.625,3,0.106122449
0x3194c763ca4f81c9f0dba047a289cb0dd2706ebf_IBITCrowdsale.sol,0.01911872,0,11,0,0,0,0,0,0,0.090909091,7,0,0.181818182,3,0,0,0,2,1,0.203703704
0x3f9ad22a9c2a52bda2a0811d1080fc9cd23c6c46_IBITToken.sol,0.02312068,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x9fe33b6c3f976d7a4eb3fe2c1462e50d64d25c64_IbizaERC20Token.sol,0.01801372,0,4,0,0,0,0,0,0,0.75,6,0,0.1,6,0.5,0,0,0,2,0.1
0x7e22c5d10cdd8b1cc8132c09248fbfd194a801b5_ICELAND_WINS.sol,0.01842184,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x21feda639f23647ac4066f25caaaa4fadb9eb595_ICOWallet.sol,0.0095677,0,4,0,0,0,0,0,0,0,5,0,0,0,0.2,0.5,0,0.333333333,0,0.111111111
0xb81c91bb97cf13758fde92457af5adc09eea3b8a_IEFBR14Contract.sol,0.00951974,0,4,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0.16
0x1237B26652eEBf1cB8F59e07e07101C0Df4F60f6_IFYKRYGE.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0x54bfaf0bcf61564ba5fdba01fc3ef1c8fe67c802_IGO.sol,0.0259766,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.138461538
0x0ade0c035b3b541db470db1b9e62f83adcd73694_Illuminati.sol,0.02839226,0,0,0,0,0,0,0,3,0.857142857,7,0,0.055555556,6,0.428571429,0,0.8,0,2,0.933333333
0x31fe7e62254B239305CBbddA71822186a0b3B38c_ILOTContract.sol,0.05796222,2,17,0,4,0,0.047619048,0,1,0.523809524,15,2,0,13,0.333333333,0,0,0.416666667,6,0.102439024
0x146e1a57309d8030710ec106aa7725b6817c2130_Ilow_Utility_V.sol,0.01841792,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0xb55d68fb90585527ce5889fb29fe5da614389659_IM.sol,0.02596636,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.138461538
0x48845c3da5bb1a4060fa2cea0ad5a3ef3af9a874_IMTERC20.sol,0.0222261,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.153846154,8,0.5,0,0.384615385,0,3,0.127272727
0x1ed22db0016f7c5fb25d0987e8b3758be8afa19b_IncomeSplit.sol,0.02771632,7,4,0,1,0,0,0,0,0.833333333,4,1,0,5,0.25,0.5,0,0.545454545,3,0.133333333
0xbbdde1096d2f3b985733d1cd202ddfc6264ae9b8_IndiVod.sol,0.01495248,0,3,0,0,0,0,0,0,0,8,0,0.166666667,0,0.375,0,0,0,0,0.115384615
0x05be4f528df1382f12668eaaef3e49eb2b97cc8e_INDToken.sol,0.02312068,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0xaf03be0017d0ba1c924b6c3de17e18d1be74b02a_InfinityHourglass.sol,0.04993232,5,22,0,1,0,0.266666667,0,0,0.666666667,19,1,0.06185567,15,0.315789474,0,0.283783784,0.1,5,3
0xd2a47e88770d134dee158bdc04232e2d7495f6d9_Infinix.sol,0.01809618,0,3,0,0,0,0.4,0,2,0,9,0,0.357142857,6,0.333333333,0,0,0.5,2,0.131578947
0x7f738ffbde7ecac18d31ecba1e9b6eef5b9214b7_InfluToken.sol,0.02395898,0,6,0,1,0,0.454545455,0,0,0.727272727,6,0,0.068965517,5,0.5,0,0.217391304,1,2,0.234042553
0x8135efaa18a489fdd40d93471c7bcd28e7f1c0b8_IngressRegistrar.sol,0.04663568,0,12,0,0,0,0,0,0.16,0.583333333,8,0,0,5,0.625,0.454545455,0.095238095,0.173913043,1,0.078431373
0x81fdb4c16ebbd851221c842341e953603ba1debc_InitialCoinOfferingToken.sol,0.02570288,2,6,0,1,0,0.125,0,0,0.625,6,1,0.176470588,5,0.5,0.6,0.375,2,2,0.126984127
0xb8d740574a9d31d55af5d78bdedac96cd7b33f7f_InnovationAndCryptoVentures2018FinalProjects.sol,0.0552803,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58,0.008403361
0xEd8c98fbC6B5f92dAFAD21667A1a221260D547B3_INSGroceryToken.sol,0.02592626,0,4,6,0,0,0,0,0,0.5,12,0,0.058823529,11,0.25,0,0,2,4,0.112359551
0x51fb3da8a67861361281ac56fe2ad8c3b4539ffa_InsurChainCoin.sol,0.02279218,2,8,0,2,0,0.272727273,0,0,1,5,2,0.12,3,0.2,0.2,0,1,1,0
0x4CA675d62A05C451555C93E456F902bd3e423586_INTELLECTUAL_GAME.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0x24f6e01b38ab37de9bc5cb0e0d9a26eb0e347881_IntelliShareEco.sol,0.02279602,0,0,0,0,0,0,0,0,0.833333333,7,0,0.090909091,5,0.428571429,0,0.4,0,2,0.113207547
0xb66409b73cd34378acf3801a69f5b8d30cd305fd_IntelliShareToken.sol,0.02278246,0,0,0,0,0,0,0,0,0.833333333,7,0,0.090909091,5,0.428571429,0,0.4,0,2,0.113207547
0x9f8c9b1208e55a3c68b668d14c749d6b80519081_InteractiveDonation.sol,0.01305278,0,5,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0.192307692
0xcbbb6861423440170680b538d136ffe17a4b661a_InterbetCoin.sol,0.02911648,0,7,2,0,0,0.1,0,1,0.5,7,0,0.176470588,5,0.428571429,0,0,2.5,2,0.144927536
0xfb8d063b50c4c31c1f423fdcbec6a6405474a4e3_InterbetCoinCrowdsale.sol,0.0512292,0,0,9,9,0,0.117647059,0,0,0.352941176,32,0,0.8,8,0.15625,0,0.536231884,0.176470588,3,0.072649573
0x0e0a86c97a07856d68bf3387aeb9430dbab93245_InterbetCore.sol,0.08235734,1,0,22,7,0,0,0,0,0.428571429,10,3,0.91509434,30,0.4,0.8,0.306818182,0.203389831,10,0.075268817
0xbf3558318944306e5ab0b265ae808936a10f7568_Intercoin.sol,0.02584294,0,9,0,0,0,0.307692308,0,0,0.846153846,6,0,0.129032258,6,0.5,0,0.090909091,1.25,2,0.232142857
0x93ecd2badb4ef90cdf913d26ecd7a29feece19ac_InternalTxsTest.sol,0.0034315,0,1,0,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.090909091
0x72b7706cc6f6fefa1b2628c721e178ad1b7e04ac_Inventify.sol,0.0187687,0,0,0,0,0,0.363636364,0,0,0.909090909,7,0,0.037037037,6,0.428571429,0,0.285714286,1,2,0.186440678
0xc55b516c8186e64fd098b4e74f8c290123329d57_invest222ETH.sol,0.00528276,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.090909091
0x6d74d4bf725d296ca3a8ef806bff40488e72c51d_InvestETH.sol,0.01518112,0,4,1,2,0,0.4,0,0,0.9,8,0,0,0,0.5,0,0.045454545,0,0,0.256410256
0x97c28151617f7361ac7ebff5f7c864d39947e73f_Investment.sol,0.00963458,0,4,1,0,0,0,0,0,0.4,4,0,0,0,0.5,0,0,0,0,0.147058824
0xD2C21a585001D594183f6859a2796316505e37b8_InvestorsETH2.sol,0.0067652,0,1,1,0,0,0,0,0,0.5,5,0,0.333333333,0,0.4,0,0.2,0,0,0.071428571
0x15c7c30b980ef442d3c811a30346bf9dd8906137_InvestorsStorage.sol,0.0247474,0,5,0,0,0,0,0,0,0.2,4,0,0,2,0.25,0.5,0,0,1,0.263157895
0x75b0A239C11fbB8A75a472EFF43500560A058D98_IOTAETOKEN.sol,0.02394334,0,8,0,2,0,0.181818182,0,0,0.636363636,7,2,0.16,10,0.428571429,0.428571429,0,1,3,0.171875
0xe787780b7afc3bedcc6292854d36e420d5c62dc9_IotWifitoken.sol,0.0133143,0,2,0,0,0,0.333333333,0,0,0,5,0,0.375,3,0.2,0,0.333333333,0,1,0.136363636
0xa0470c083099fd02fd76f9cb6285e826c13ca9cb_IPFSStore.sol,0.0062717,0,3,0,0,0,0,0,0,0.333333333,2,0,0,0,0.5,0,0,0,0,0.230769231
0x40eF62929748b3e045fd2036322880Ef486e4454_IQ_GAME.sol,0.00987262,0,4,1,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.119047619
0x6be9ad54d8ad5510d61690a7bd3823d0790c71b6_IRAN_WINS.sol,0.01841672,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0xf2a4e1ab65bc09e5d0b43c78f38c5ed63bb5660d_IRideBounty1.sol,0.0175069,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.204081633
0xfc964013e833f4472fb0001f4ac3ecd576f285cd_IRideBounty2.sol,0.01750562,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.204081633
0x5728a65242c9b3f9d28888e511c7478a2c1bc5dd_IRideBounty3.sol,0.01750434,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.204081633
0x9fefa08ce381423c30bca4d15550307e85bda52a_IRideBounty4.sol,0.01750562,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.204081633
0xc025eb539ced6bbb387188f01314498356a58e55_IRideBounty5.sol,0.01750434,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.204081633
0x2d3439d6a42f779c9cb5a5cc591b5f151d253f45_IRideEarlyBuyerBonus.sol,0.01590038,0,8,1,0,0,0,0,0,0,5,0,0.285714286,3,0,0,0,1,1,0.209302326
0x264008eb1c823e9e47959ce93d96469f10e232d0_IRideFoundersAdvisors.sol,0.01590038,0,8,1,0,0,0,0,0,0,5,0,0.285714286,3,0,0,0,1,1,0.209302326
0x96d619298ee99c1f34462a38e192ac3d9eea127f_IRideICO.sol,0.01764384,0,9,1,0,0,0,0,0,0,6,0,0.3,3,0,0,0,0.5,1,0.196078431
0x92dee36a50f66c603e15b9ac07338ec0046f902f_IRideLiquidityPool.sol,0.01590038,0,8,1,0,0,0,0,0,0,5,0,0.285714286,3,0,0,0,1,1,0.209302326
0x42f1229d710539ccca9a5641a9fb06a1bb8ef2b1_IRideManagementTeam.sol,0.01590038,0,8,1,0,0,0,0,0,0,5,0,0.285714286,3,0,0,0,1,1,0.209302326
0x21add5ac33dcb3626f428514cabca653244620db_IRidePreICO.sol,0.01759802,0,9,1,0,0,0,0,0,0,6,0,0.222222222,3,0,0,0,1,1,0.2
0x69d94dc74dcdccbadec877454a40341ecac34a7c_IRideToken.sol,0.0231246,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x10d9601e7a7bf1c9c3dfe7d93b4050867829a3fd_IronHandsCoin.sol,0.04946374,5,23,0,1,0,0.258064516,0,0,0.64516129,19,1,0.063829787,15,0.315789474,0,0.296875,0.127659574,5,19.375
0xe6b5201ACA93523908BeF1692Bb1929f65A466F2_IscToken.sol,0.05038084,11,10,0,2,0,0.375,0,0,1,11,2,0.978723404,14,0.272727273,0.6,0,1.8,6,0.086021505
0x2Fb3C22230c39496eDc13c16d09F34368346Ac1D_ISmartCert.sol,0.07599604,1,9,0,2,0,0.4375,0,0.966101695,0.5625,28,2,0,0,0.142857143,0.666666667,0.428571429,0.285714286,6,0.054607509
0x5b82d10e8b8f052f487407a2b69d1f847847e13a_iSportNews.sol,0.023131,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.127272727
0xa1040f6b54a0bb563da22820fcf25d6cc57f6b6b_ISToken.sol,0.02088558,0,6,0,0,0,0.142857143,0,1,0.428571429,6,0,0.230769231,3,0.5,0,0.333333333,1.5,1,0.14893617
0x2d4f1883d7f6035298152b85b4e07459c216c317_ItalikButerin.sol,0.00930588,0,1,0,0,0,0.833333333,0,0,0.666666667,4,0,0,0,0.25,0.333333333,0.7,0.5,0,0.12244898
0x37830cc959da69b8cd9f7a15b6c0270df11b9c55_Items.sol,0.05947416,0,8,0,2,0,0.384615385,0,0,0.461538462,7,1,0.2,3,0.142857143,0,0.333333333,0,1,0.087248322
0x0a8b758bbc4a5791c5647ca80351e008f1e3bca1_ItemToken.sol,0.05600798,1,52,1,5,0,0.086206897,1,0.111111111,0.810344828,16,1,0.228915663,16,0.375,0.6,0.125,5,10,2
0x2c292e7151543014638e45a4e4903b974959c412_IterableSet.sol,0.007327,2,4,0,0,0,0,1,0,0.5,4,1,0.071428571,0,0.25,0.25,0.5,0.125,0,0.070175439
0x301068b920bfc403238cadc5dc9de490d5ef6c68_ITN.sol,0.02061026,0,6,0,0,0,0.222222222,0,0,0.777777778,7,0,0.095238095,10,0.428571429,0,0,2,3,0.18
0xab43f9be5770cfb248f6be37026c315928f6d459_ITTM.sol,0.02026544,0,6,0,0,0,0,0,0,0.833333333,7,0,0.076923077,6,0.428571429,0,0.4,3,2,0.117647059
0xec02c9fb523cb1d8f61bd5e34db8de990bcea99c_Jabcilbcoin.sol,0.02312828,0,6,0,0,0,0.142857143,0,0,0.571428571,6,0,0.214285714,5,0.5,0,0.357142857,4,2,0.12962963
0x68e2635cff33d08f46e30d182a31f31962ab7b05_JabcilbCrowdsale.sol,0.0160599,0,9,0,0,0,0,0,0,0,6,0,0.4,3,0,0,0,1,1,0.183673469
0x6CaFdC06177F6f4B4B4638c987397b07Cd948aed_JackPot.sol,0.0063198,4,0,0,3,0,0.416666667,0,1.5,0.166666667,10,5,0,0,0,0,0.352941176,0,0,0.107142857
0x1caecd601911d84941fddc74f94a871e15d24299_JAPAN_WINS.sol,0.01841928,0,4,0,0,0,0,0,0,0.75,6,0,0.111111111,6,0.5,0,0,0,2,0.097560976
0x550f6406647daa6a6642086289b6f3a6035d2d7c_JCP.sol,0.0259718,0,8,0,0,0,0.111111111,0,1,0.555555556,6,0,0.2,5,0.5,0,0.375,2.5,2,0.138461538
0x064656852581472f9b315fea4730fe18fb7c579a_Jeopardy.sol,0.01125636,0,5,0,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0,0,0.151515152
0x0F771AA18C5003aBa1B0feEE082a0dd6acd29956_JibrelNetworkToken.sol,0.0280252,0,5,6,0,0,0,0,0,0.545454545,12,0,0.055555556,11,0.25,0,0,2.5,4,0.115789474
0x6bacca3cce57a46fd0822df7c07afbf9d81d96d9_Jiggs.sol,0.04034728,5,19,0,1,0,0.296296296,0,0,0.814814815,19,1,0.084210526,15,0.315789474,0.857142857,0.292307692,0.066666667,5,0
0x5216c8d4e0f29285b5c8805810487c5277788e31_JiggsRezurrection.sol,0.0365936,5,17,0,0,0,0.32,0,0,0.8,16,1,0.070707071,19,0.1875,0,0.285714286,0.041666667,5,0
0x2c7bc39b1b0c9fdf200fd30c74c0a9a41c2c7047_JigsawGames2.sol,0.02882234,0,15,0,1,0,0.2,0,0,0.7,11,0,0,0,0.363636364,0,0.28125,0.1,0,0.909090909
0x42503c3dcca420adf53dff5bb1fb176b8773aaa0_JIincForwarder.sol,0.02058734,0,3,6,0,0,0,0,0,0.777777778,4,0,0,0,0,0,0,0,0,0.130434783
